service,JANVIER,FEVRIER,MARS,T1,AVRIL,MAI,JUIN,T2,S1,JUILLET,AOÛT,SEPTEMBRE,T3,T3 TO,OCTOBRE,NOVEMBRE,DÉCEMBRE,T4,TOTAUX
5ème consultation prénatale et plus,1.0,4.0,1.0,6.0,0.0,7.0,2.0,9.0,15.0,8.0,3.0,0.0,19.0,0.0,0.0,0.0,0.0,20.0,54.0
Total autres CPN,117.0,92.0,123.0,332.0,99.0,97.0,101.0,297.0,629.0,97.0,72.0,0.0,243.0,0.0,0.0,0.0,0.0,264.0,1136.0
Total TOUTES CPN,188.0,146.0,171.0,505.0,145.0,127.0,139.0,411.0,916.0,129.0,119.0,0.0,364.0,0.0,0.0,0.0,0.0,404.0,1684.0
Grossesses à risque dépistées en CPN1,7.0,12.0,4.0,23.0,5.0,7.0,6.0,18.0,41.0,5.0,5.0,0.0,16.0,0.0,0.0,0.0,0.0,15.0,72.0
F E malnutries dépistées en CPN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F E anémiées dépistées en CPN,23.0,25.0,21.0,69.0,25.0,9.0,36.0,70.0,139.0,48.0,25.0,0.0,101.0,0.0,0.0,0.0,0.0,57.0,297.0
F E dépistées positives à la syphilis en CPN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sulfadoxine pyrimétamine (1ère dose),87.0,85.0,51.0,223.0,44.0,24.0,34.0,102.0,325.0,34.0,34.0,0.0,96.0,0.0,0.0,0.0,0.0,157.0,578.0
Sulfadoxine pyrimétamine (2ème dose),43.0,28.0,47.0,118.0,43.0,38.0,31.0,112.0,230.0,39.0,27.0,0.0,92.0,0.0,0.0,0.0,0.0,90.0,412.0
Sulfadoxine pyrimétamine (3ème dose),33.0,27.0,30.0,90.0,39.0,41.0,35.0,115.0,205.0,26.0,19.0,0.0,67.0,0.0,0.0,0.0,0.0,63.0,335.0
Sulfadoxine pyrimétamine (4ème dose et plus),1.0,1.0,6.0,8.0,4.0,9.0,13.0,26.0,34.0,9.0,11.0,0.0,21.0,0.0,0.0,0.0,0.0,29.0,84.0
FE vues en CPN et ayant reçu une MILDA,57.0,55.0,57.0,169.0,46.0,30.0,38.0,114.0,283.0,32.0,49.0,0.0,123.0,0.0,0.0,0.0,0.0,140.0,546.0
FE vues en CPN et mise sous Fer + folate Cp,188.0,146.0,171.0,505.0,145.0,127.0,139.0,411.0,916.0,129.0,119.0,0.0,364.0,0.0,0.0,0.0,0.0,404.0,1684.0
F E vues en CPN et déparasitées,75.0,56.0,68.0,199.0,67.0,30.0,49.0,146.0,345.0,107.0,62.0,0.0,223.0,0.0,0.0,0.0,0.0,197.0,765.0
